web-scraper-order,web-scraper-start-url,pagination,pagination-href,Text_select,Titulo ,Nota_element
"1561504433-1994","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","164","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or815-Air-France","Houve uma greve, mas a Air France apesar de todos os problemas, me tratou super bem, fora que me reembolsou as despesas da estadia e gastos extras devido à greve. Foram excelentes e profissionais. Só tenho a agradecer a Air France pela excelente viagem e pelo compromisso com seus clientes. Parabéns Air France!","Melhor atendimento que recebi nos últimos tempos!","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504378-1910","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","113","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or560-Air-France","Não é um serviço ruim, para a classe economica, o espaço é bom, mas não achei a tripulaçao tao atenciosa. A comida tambem nao é a melhor, e o espaço para comer naquela bandeja acoplada na poltrona da frente é muito pequena. No voo de Paris até Teera o aviao era bem mais antigo, nao muito confortavel e o sistema interativo bem ultrapassado. Talvez eu tenha estrado por viajar geralmente com cias do oriente medio. Mas viajaria outra vez pela Air France pois o voo é menos cansativo para esse destino.","Boa viagem","<span class=""ui_bubble_rating bubble_40""></span>"
"1561503846-1069","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","205","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1020-Air-France","Achei o avião velho e barulhento, banheiro muito sujo. O serviço de bordo deixou a desejar. Não serviram bebidas durante o voo depois do jantar, em outras companhias o serviço de bebidas passou durante a noite sem precisar solicitar; voo com tantas horas precisa servir água mais vezes...  No check-in a moça implicou com minha maleta de mão (a mesma que usei na ida), que estava dentro do limite de peso e bem menor que outras que vi na fila. Tive que abrir a maleta e tirar um presente da caixinha e vestir um casaco para parecer menos volume.
:(","Dá pra viajar melhor...","<span class=""ui_bubble_rating bubble_30""></span>"
"1561503833-1052","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","211","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1050-Air-France","Bom vôo.
Bom serviço de bordo, e assistência.
Acredito que vôos longos, em classe econômica são dificeis de avaliar acima de razoável, pelo desconforto por ser classe econômica.","Bom custo beneficio","<span class=""ui_bubble_rating bubble_30""></span>"
"1561504386-1919","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","119","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or590-Air-France","Levando em conta a duração da viagem, pesa muito aspectos como assentos espaçosos, serviço de bordo excelente e a atenção extraordinária oferecida pela(o)s  comissária(o)s.","Viagem tranquila","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504053-1399","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","106","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or525-Air-France","O horário do voo AF0454 é excelente, ele parte de Paris às 23:30. Dá para aproveitar o último dia de viagem na capital francesa sem grandes transtornos com horários. O embarque foi tranquilo, mesmo com a grande fila para embarque no portão L45 do terminal 2E do aeroporto. O entretenimento oferecido foi o mesmo da ida, quinze dias antes, uma ótima seleção de filmes, séries e músicas. Para o voo da volta, comprei antecipado um jantar especial de presente para minha esposa, que foi servido antes dos demais passageiros. Para que eu pudesse jantar com ela, fui servido junto. Eu prefiro voar à noite, entre um filme e outro, dorme-se um pouco. Recomendo sem dúvida o voo AF0454 da Air France para aqueles que voam Paris - São Paulo.","O jantar é uma deliciosa experiência nos céus da França","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504417-1971","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","149","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or740-Air-France","O voo da Air France é bom e optamos por ele para chegar direto em Paris. A Air France pertence ao mesmo grupo da KLM, porém deixa um pouco a desejar em relação a essa segunda. O serviço de refeição considero bastante satisfatório, assim como o entretenimento, mas tivemos um problema no último voo, já que os fones de ouvido acabaram e não chegaram até nós. Espaço para as pernas é pequeno na classe econômica, mas não diferente de outras companhias.","Bom, mas pode melhorar","<span class=""ui_bubble_rating bubble_40""></span>"
"1561503926-1196","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","168","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or835-Air-France","Gostei de todos os serviços da cia: atendimento, manutenção da aeronave e a alimentação que realmente é diferenciada.","Qualidade","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504445-2017","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","176","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or875-Air-France","Muito bom, serviço agradável com certo luxo até. Muito confortável! Comida deliciosa! Tivemos sorte pois o voo foi também muito tranquilo.","Classe Executiva","<span class=""ui_bubble_rating bubble_50""></span>"
"1561503759-932","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","247","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1230-Air-France","Tripulação educada e prestativa, serviço de bordo bom. O voo saiu no horário previsto fizemos uma escala em Paris e lá também não houve atraso, porém na volta de Roma a São Paulo. nosso voo de Roma a Paris sofreu um atraso de 40 minutos e tivemos que sair correndo no CHG o que não é recomendável em tempos difíceis, diria que foi bastante estressante, principalmente porque estávamos cansados era tarde da noite e não havia ninguém no aeroporto para nos direcionar.","Boa Experiência!!!","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504267-1734","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","8","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or35-Air-France","Voo tranquilo. Tribulação muito educada e cortês. Aeronave nova. Comida excelente. Espaço entre as cadeiras suficiente.","Excelente voo","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504126-1516","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","72","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or355-Air-France","Ótima companhia aérea, atendimento impecável, sem atrasos, aeronave nova com excelentes recursos e comida servida de qualidade. Super recomendo.","Excelente","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504149-1553","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","61","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or300-Air-France","Depois de ter tido há 2 anos um aborrecimento com a Air France por me terem perdido a bagagem aquando de um voo para Paris, este foi óptimo! O avião limpo, a tripulação muito simpática e gentil, a comida muito saborosa (para catering…), o entretenimento de bordo muito bom com um ecran pessoal interactivo com vários idiomas que nos permite distrair num voo de 8h. Em cada assento estava um cobertor selado, uma almofada, uma máscara para tapar os olhos e um headphone. Sem dúvida… uma boa surpresa!!","Uma agradável surpresa!","<span class=""ui_bubble_rating bubble_30""></span>"
"1561504510-2114","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","236","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1175-Air-France","Refeição horrível, abaixo de qualquer parâmetro para uma companhia aérea. Entrada fria de lentilhas insípida e como prato principal uma galantina fria de sabor horrível e não comestível. Nem café, chá ou digestivo foram servidos. Incompreensível para uma companhia como Air France que me habituou a um nível de qualidade bem melhor.","Refeição horrível!","<span class=""ui_bubble_rating bubble_20""></span>"
"1561504231-1679","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","22","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or105-Air-France","Voo muito confortável, bons filmes, alimentação de qualidade muito boa, bons vinhos, e profissionais muito eficientes.","Excelente serviço.","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504502-2099","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","227","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1130-Air-France","Foi um bom voo, sem atropelos, a turbulência não foi por conta da cia., creio.  Atendimento bom, nível de alimentos e bebidas também bom. Vale a pena viajar.
Pena que estejam encerrando as atividades a partir de Brasília, o que causa desconforto a eventuais viajantes que não gostem de mais conexões..","Uma viagem tranquila para Paris.","<span class=""ui_bubble_rating bubble_50""></span>"
"1561503828-1043","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","214","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1065-Air-France","Muito boa empresa. Acho que de todas as da Europa que voei foi a melhor: comida muito boa, o serviço é ótimo desde o aeroporto, sala vip. Vale a pena viajar pela Air France.","Melhor da Europa","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504020-1346","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","123","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or610-Air-France","Excelente atendimento, segurança, pontualidade. Equipe de bordo super treinada. Recuperação de bagagem sem problemas.","Segurança e pontualidade","<span class=""ui_bubble_rating bubble_50""></span>"
"1561503777-962","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","238","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1185-Air-France","Atendimenti de check-in rápido e eficaz. Avião extremamente organizado e limpo, tripulação atenciosa, prestativa e cortês","Experiência fantástica!!!!","<span class=""ui_bubble_rating bubble_50""></span>"
"1561503805-1007","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","225","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1120-Air-France","Um voo tranquilo. Serviço bom. Opções de cardápio foram de qualidade, apesar de eu não ter gostado para valer das opções, mas por problemas pessoais, de gosto.
Bebidas boas, tranquilo.","Voo longo e tranquilo CDG BSB.","<span class=""ui_bubble_rating bubble_50""></span>"
"1561503766-941","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","244","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1215-Air-France","Comissários de bordo trabalhando claramente de mau humor, comida no jantar fria e sofrível, café da manhã ridículo de ruim. Decepção total!!!","Já foi MUITO melhor","<span class=""ui_bubble_rating bubble_20""></span>"
"1561504545-2172","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","269","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1340-Air-France","Equipe muito atenciosa. Avião novo, muito confortável. Viajaria novamente nesta companhia sem dúvidas.","Recomendo","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504522-2137","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","248","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1235-Air-France","Uma companhia muito boa para viagens internacionais principalmente para Europa.
Atendimento amigável e pronto... gostei","Boa","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504402-1945","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","134","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or665-Air-France","Solicitei auxilio para deficientes físicos, mesmo assim fui colocado na penúltima fila do avião, fila 52.
O sistema de multimídia não estava funcionando e a equipe da aeronave nem sabia responder desde quando (AF0442 - Paris-Rio de Janeiro).
Não funcionou TV, Videos, Chamada de aeromoça e luz individual.
Pergunto - Se essas coisas visíveis não sofrem manutenção imagine o que não vemos.","Muitas coisas não funcionaram - Manutenção Ruim","<span class=""ui_bubble_rating bubble_20""></span>"
"1561504040-1379","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","112","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or555-Air-France","Vôo tranquilo, com conexão em Paris, sem atraso. A tripulação foi atenciosa e a comida, correta. As malas seguiram direto e não houve nenhum problema.","Vôo tranquilo","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504327-1831","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","65","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or320-Air-France","Assentos pra lá de desconfortáveis, aeromoças de mau humor e grosseiras, sou vegetariana e escolhi essa refeição, mas me serviram uma refeição vegana HORROROSA!!!! Sem gosto.....já comi refeições veganas e vegetarianas maravilhosas, mas essa foi intragável. Serviram queijos nas refeições comuns e para mim foi só um pão duro, seco e gelado!!! Banheiro imundo, sem nenhuma limpeza durante o vôo. Nunca mais!!!!!","Fujam da Air France","<span class=""ui_bubble_rating bubble_10""></span>"
"1561503824-1035","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","216","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1075-Air-France","Muito apertado os espaços entre as cadeiras , atendentes pouco gentis.
Comida razoavel . A aeronave dispoe de poucos banheiros para  o numero de passageiros.
Servico de bordo rapudo e eficiente. Nao deixam marcar os assentos por internet e para isso tive que pagar uma taxa extra.","Poderia ser melhor","<span class=""ui_bubble_rating bubble_30""></span>"
"1561504077-1437","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","96","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or475-Air-France","Excelente serviço de bordo, entretenimento e conforto. Superou minhas expectativas. Recomendo muito.","Excelente serviço de bordo","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504479-2065","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","206","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1025-Air-France","Ja havia voado antes pela Air France e tinha gostado, achamos este voo com as acomodaçoes muito estreitas, espaçamento entre poltronas, e podemos certificar no voo de volta, que as poltronas estavam com espaçamento melhor que o voo de ida, e sabemos que dependendo de alguns trechos eles mudam a conformidade dos assentos, mas como o voo nao estava lotado, fui realmente estranho, e nao tive como checar se era apenas a fileira em que nos se encontrava.","Agradavel","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504436-1999","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","167","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or830-Air-France","Desde que fechei a compra do bilhete, recebi por email todo tipo de informação e como foi minha primeira viagem internacional, me senti segura. 
A ida foi a noite, infelizmente algumas crianças chorando, mas o voo foi tranquilo com comissários atenciosos.
A volta foi durante o dia, já com bastante movimentação dos passageiros e sentar-se no corredor não é muito confortável.Não gostei dos pratos servidos, muito agri-doce, preferi os lanches.","Cia aérea de confiança","<span class=""ui_bubble_rating bubble_40""></span>"
"1561503699-841","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","274","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1365-Air-France","Companhia ótima, profissionais prestativos, serviços de bordo ótimo, comida maravilhosa, filmes ótimos enfim, tudo maravilhoso.","Tudo de bom","<span class=""ui_bubble_rating bubble_50""></span>"
"1561503731-886","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","261","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1300-Air-France","O espaço e razoável, a luz do que são os espaços em classe econômica atualmente. Mas o que torna a Air France uma melhor escolha e o serviço a bordo. Comissários sempre gentis, toaletes limpos, boas alimentacao e opções de diversão.","Air France. Boa escolha. Muito bom serviço.","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504359-1881","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","95","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or470-Air-France","Vôo longo com parada na França. Poltronas apertadas. Serviço razoável. Melhor seria se houvesse um pouco mais de espaço interno no avião/classe. Refeição normal.","Boa opção","<span class=""ui_bubble_rating bubble_30""></span>"
"1561503753-921","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","250","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1245-Air-France","Esperava mais do serviço de uma gigante mundial sediada na Europa, achei a aeronave velha e o espaço reduzido para minhas pernas, a central multimidia tinha uma tela muito pequena, apesar disso os comissários eram educados e a comida era de qualidade.","Esperava mais do serviço","<span class=""ui_bubble_rating bubble_30""></span>"
"1561503740-903","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","256","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1275-Air-France","Esta classe intermediária em vôos de longa distância está muito boa - pelo preço e pelos serviços oferecidos, vale a pena pagar pela qualidade que nos oferecem - principalmente com escalas ( fizemos uma escala em Paris ) sem problemas no aeroporto - Refeições muito boas e fartas, além de bebidas a qualquer hora - café da manhã com frutas e pães variados - vale a pena","Serviço de bordo muito bom","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504141-1543","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","64","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or315-Air-France","Uma viagem noturna de quase 12 horas num B777, o qual dispõe de um excelente sistema de entretenimento. Pontual. As refeições são boas e o serviço normal para a classe. O pessoal de bordo tem dificuldade em sorrir :)","Bom sistema de entretenimento","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504108-1487","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","81","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or400-Air-France","Mesmo na classe econômica, o atendimento não deixa a desejar e a comida oferecida, é de boa qualidade.","Supreendente","<span class=""ui_bubble_rating bubble_50""></span>"
"1561503794-985","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","231","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1150-Air-France","Voo muito bom. Check-in online. Conexão apertada em Paris, mas o problema foi a morosidade no serviço alfandegário (poucos funcionários para muitas pessoas ao mesmo tempo). O voo para SP foi excelente, com boa comida, serviço e excelente entretenimento a bordo. Boas poltronas. Nenhum atraso.","voo sossegado em aeronave decente","<span class=""ui_bubble_rating bubble_40""></span>"
"1561503843-1064","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","207","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1030-Air-France","Muito agradável os voos da Air France. Pessoal de terra e ar muito atencioso e eficiente. Pontual e séria.","Conforto","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504114-1496","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","78","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or385-Air-France","Uma vergonha, nao deixaram embarcar com mochila/bolsa e nao deram nem um copo de agua. Disseram que o aviao estava cheio e que nao caberiam as bolsas de todos e que nao tinham lanche para todos (poderiam ter dividido os que tinham). Aeromocas estupidas e ficavam so escovando os cabelos no corredor. Eu tinha selecionado sentar na janela e fiquei num lugar separado no fundo, escuro que parecia a salinha do castigo. Na hora de embarcar era uma confusao, todo mundo correndo.","Uma vergonha","<span class=""ui_bubble_rating bubble_10""></span>"
"1561503967-1262","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","148","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or735-Air-France","Nossa viagem com a Air France foi muito tranquila e agradável, tanto na ida quanto na volta.
O atendimento é super cordial, não tivemos atraso, as refeições são de boa qualidade.","Ótima experiência","<span class=""ui_bubble_rating bubble_40""></span>"
"1561503910-1170","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","175","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or870-Air-France","Atendimento excelente. A aeronave é bastante confortável, e o staff de cabine é bastante atencioso, mesmo voando em classe económica. Recomendo","Viagem super tranquila","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504386-1922","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","119","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or590-Air-France","Aviões limpos, organização e simpatia.
Servir champagne a bordo da Air France é um must, e hoje será provavelmente a única companhia aérea a fazê-lo em todas as classes.","Um voo descansado com Menu impresso","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504057-1407","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","105","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or520-Air-France","Adoro viajar pela Air France, ainda mais agora que os comissarios de bordos estão mais simpaticos do que os primeiros voos que fiz pela Air France. Na classe economica ou executiva, há sempre um lanchinho para os mais famintos. O unico problema são as poltronas (nao sei se mudaram) da classe economica. Elas te empurram pra frente que voce tem a sensaçao que vai cair da poltrona.","Otima companhia aerea!","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504073-1431","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","97","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or480-Air-France","Boa companhia. Atendimento eficiente. bons filmes a bordo. Pena que os assentos para uma viagem de 11 horas sejam tão horríveis, na classe econômica.","Boa","<span class=""ui_bubble_rating bubble_30""></span>"
"1561504152-1557","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","60","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or295-Air-France","Voo tranquilo, espaço condizente com a categoria que eu havia comprado. Precisei remarcar as passagens de volta e não tive problema algum. Boa alimentação, bom entretenimento a bordo. Recomendo.","Ótima Companhia","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504343-1858","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","80","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or395-Air-France","Amei o comercial com seus lindos uniformes, aeronave limpa, bom atendimento, comida excelente,boa seleção de filmes. A única coisa que me incomodou foi o pequeno espaço entre as cadeira para um vôo longo.","Bom atendimento","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504420-1978","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","152","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or755-Air-France","Excelente serviço, simpatia e aptidão por parte das assistentes e do resto da tripulação. Muito bom,","Muito bom","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504173-1593","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","49","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or240-Air-France","O voo para Paris saindo do Rio é muito longo aproximadamente 11 horas, As poltronas da classe executiva podiam ser um pouco mais largas com mais espaço  para as pernas, A Air France precisa botar aviões mais novos tipo 787","O serviço de bordo é ótimo e as aeromoças e comissários também","<span class=""ui_bubble_rating bubble_50""></span>"
"1561503750-914","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","252","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1255-Air-France","Na escala em Paris, por greve, permanecemodentro do avião por um bom tempo, proximo do almoço, crianças famintas e nao se dignaram nem servi-las com água, a chefe de cabine me abalroour umas 3 veses, ela era grande e desequilibrou-se ?!?! , ao falar com ela gesticulou que nao falava portugues e nem se mecheu para arrumar alguem que falasse para se desculpar - ora a maioria esmagadora era de brasileiros e essa criatura chefe do atendimento  ou essa air france não se esforçam para falar portugues ? E para completar, ao chegar eu e outros passageiros tivemos as bagagens arrebentadas e violadas e nao fizeram nada, depois de muita briga, prepararam um protocolo dizendo que tudo seria resolvido, mas ao ligar para o numero no papel estavaerado e a burocracia era impossivel impossivell O que podemos fazer ? Ficar calados como cordeiros ? Não Não Não !!!","Parece querer ganhar $ dos brasileiros mas não nos respeita como consumidores !!!","<span class=""ui_bubble_rating bubble_20""></span>"
"1561504495-2090","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","221","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1100-Air-France","Viajo pela Air France pois gosto das opções de horarios, o diferencial do Sky Priority na categoria premim economy  é muito bom, a entrada é separada na maioria dos aeroportos.","Boa companhia, boa opções de horarios , conforto na categoria premium economy","<span class=""ui_bubble_rating bubble_40""></span>"
"1561503866-1104","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","195","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or970-Air-France","Realmente maravilhoso, comemorando 40 anos de relacionamento, brindamos com excelente champagne e maraviolhoso jantar.","Maravilhoso","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504560-2194","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","5","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or20-Air-France","Viagem muito tranquila, com ótimos comissárias de bordo, serviços bons e refeições de otima qualidade, recomendo.","Vôo internacional.","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504025-1355","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","120","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or595-Air-France","Viajamos na Econômica (4 pessoas) mas fizemos a reserva e o pagamento pelo site dos lugares com maior espaço e realmente foi uma experiência muito agradável!! A primeira vez que viajo pela Air France e me surpreendi com a educação e a gentileza da tripulação! Excelente o tratamento dado e mesmo aqueles que viajam onde os assentos não são leg room, também verifiquei o tratamento. Classe Econômica, geralmente, não se tem tratamento diferenciado e neste voo tivemos! Sempre que viajei à Europa a última Companhia que escolhia era a Air France e HOJE, depois da experiência, (ida e volta), vou preferir utilizar os Serviços dessa Cia Aérea! Além dessas poltronas, que não são a Econômica Premium, serem muito melhores tanto em largura, espaço e até certa privacidade já que existem filas com duas poltronas somente!! Realmente até a comida foi muito Boa!!","Surpresa!!","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504399-1942","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","131","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or650-Air-France","Longe de ser boa, a executiva da AF é a opção menos ruim. Não são realmente assentos de business, simplesmente não ocupam o assento do meio, dando um pouco mais de conforto ao passageiro. Em nosso voo, apenas 2 fileiras eram executiva. Somente 8 passageiros. O serviço e a comida foram razoáveis. As cadeiras não reclinam quase nada e não tinham entretenimento, mas tinham 1 porta USB onde era possivel recarregar o celular.","Menos ruim que a concorrência.","<span class=""ui_bubble_rating bubble_30""></span>"
"1561504411-1961","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","143","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or710-Air-France","Check-in e voo tranquilos, porém muito cansativo, poltronas desconfortáveis, pouca alimentação, demora na liberação das bagagens.","Voo desconfortável","<span class=""ui_bubble_rating bubble_30""></span>"
"1561504473-2055","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","200","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or995-Air-France","A empresa esta sempre procurando melhorar e fez o possível para que tivesse um ótimo voo, os atendentes e aeromoças foram muito eficientes.","Empresa de primeira, procura sempre melhorar.","<span class=""ui_bubble_rating bubble_40""></span>"
