web-scraper-order,web-scraper-start-url,pagination,pagination-href,Text_select,Titulo ,Nota_element
"1561503899-1157","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","180","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or895-Air-France","Lanches razoáveis, conforto razoável, entretenimento a bordo achei bem limitado, a KLM possui muito mais variedade e disponibilidade de lazer em portugues.","Razoável","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504013-1338","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","126","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or625-Air-France","O atendimento é ótimo, a comida é ok, mas a classe economica é extremamente desconfortável, para um vôo com longo, como foi o meu, com duração de 12 horas, é sofrido.","Classe economica extremamente desconfortável","<span class=""ui_bubble_rating bubble_30""></span>"
"1561504169-1587","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","51","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or250-Air-France","Atendimento no guichê em Londres, muito ruim. As atendentes antipáticas, não fosse esforçaram em nos ajudar com informações que solicitamos. O avião era velho, parecia ser bem sucateado. Tudo nele vibrava. Não foi uma boa experiência, não recomendo.","Atendimento ruim","<span class=""ui_bubble_rating bubble_20""></span>"
"1561504028-1361","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","118","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or585-Air-France","Uma cia que tem uma imagem de conforto, requinte e ""glamour"". Essa imagem se desfez logo ao sentar no assento. Sem reclinar, estrutura slim para assento. Pouco confortável. Serviço de bordo simples, porém atende as necessidades para a distancia percorrida. Equipe sem muitos sorrisos mas eficiente. Esse voo em particular o pouso nao foi nada suave.","Imagem foi embora","<span class=""ui_bubble_rating bubble_30""></span>"
"1561504181-1604","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","45","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or220-Air-France","Curto muito viajar com companhias europeias mas com a Air France foi uma decepção, Arroz , frango picado e couve-flor, totalmente sem gosto e mal feito. Café da manhã com dois tipos de bolos doces e um pão de sal murcho. Ninguém merece!!!!","Comida péssima","<span class=""ui_bubble_rating bubble_20""></span>"
"1561504105-1483","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","82","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or405-Air-France","Excelente serviço, pessoal bastante educado e cuidadoso.
Alimentação deliciosa 😍
As cadeiras são confortáveis, entretanto a parte onde colocamos os pés está ligeiramente mais baixa o que não é adequado para a região lombar. Recomendo dormir pernas dobradas.","Excelente empresa","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504228-1677","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","24","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or115-Air-France","Fiz upgrade da classe econômica para econômica premium,me arrependi extremamente pois o encosto da poltrona não inclina,as poltronas são duras e além de tudo o cardápio e muito pobre e ruim!","Poltrona muito desconfortável","<span class=""ui_bubble_rating bubble_10""></span>"
"1561504335-1844","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","74","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or365-Air-France","Grande expectativa por ser a primeira viagem internacional da minha filha/minha companheira de viagem para Londres com passagem por Paris. Paguei pela escolha do assento mas na hora do check in houve mudança (deram assentos nas poltronas do meio do avião) e na hora pedi pra trocar pra janela. O atendente da empresa no aeroporto de Guarulhos nos deu a de número 24, justamente em cima da asa, depois de eu explicar o desejo de ficar ""na janelinha"". Ele tem muito mais experiência do que eu pra saber que era na asa. Na chegada no aeroporto Charles de Gaulle nossas malas não apareciam na esteira de malas. Eramos aproximadamente 20 brasileiros a espera das malas e ao consultarmos o balcão da Air France, pediram pra fazermos a reclamação num totem eletronicamente. Ninguém do staff/atendimento deles se esforçou pra falar ""pelo menos o ingles"" conosco. Ao solicitarmos ajuda no preenchimento das informações eram evasivos. Como podíamos colocar endereço de origem (para mandarem a mala, se achassem, para o Brasil?) e como podíamos colocar o endereço do hotel em Paris se iriamos em seguida partir pra Londres pela mesma Air France? No final, depois de quase 3 horas de espera e imploramos pro nosso transfer até o hotel aguardar até a solução e resposta ao nosso problema, ""acharam"" um container com algumas malas que poderiam ser as nossas. Por sorte eram mesmo. Na volta, depois de 15 dias em Londres, nosso vôo foi cancelado e nos colocaram num vôo Latam que novamente não pudemos escolher os assentos por conta de ser um encaixe e o vôo estar lotado.","Experiência ruim","<span class=""ui_bubble_rating bubble_10""></span>"
"1561504427-1985","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","158","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or785-Air-France","Voo muito bom ,aeromoças muito educadas,O Boeing 777 é muito bom para se voar.O atendimento é muito bom.","Viagem muito boa apesar das turbulencias","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504059-1413","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","103","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or510-Air-France","Aeronave melhor e com melhores condições do que outras companhias aéreas que fazem o mesmo trajeto. Refeições boas também. Só lamento o fato de os comissários de bordo não perceberem nada de português, sendo que apesar de a companhia ser francesa, o destino de origem e o destino final, tinham o mesmo idioma... O que dificultou a comunicação para vários passageiros, que obviamente não são obrigados a saber francês...","Superior a outras companhias aéreas","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504528-2148","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","254","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1265-Air-France","O serviço de bordo da AIr France é muito bom com  funcionarios tranquilos para um voo longo. Refeição muito boa e comandante muito atencioso em seus comentários.
Foi um voo tranquilo.","Otimo voo!","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504011-1333","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","127","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or630-Air-France","Voo tranquilo, muito bem atendido, sem nenhuma controvérsia , pouso e decolagem perfeitos, staff no aeroporto e bordo espetacular","Top","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504203-1642","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","34","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or165-Air-France","Gostamos muito de viajar pela Air France! comida otima, comissarios super atenciosos
e super pontual no horario.Eu vou viajar ano que vem pela Air France!","Adorei a empresa Air France, funcionários super educados,jantar muito bom,e super pontual.","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504551-2181","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","275","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1370-Air-France","O serviço de bordo foi igual ao da ida - serviram macarrons com bebida diversas. Voo de curta duração. Procedimentos de seguranças mais rigorosos porque viajamos logo depois dos atentados a Paris.","Volta no mesmo padrão da Ida","<span class=""ui_bubble_rating bubble_40""></span>"
"1561503803-999","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","226","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1125-Air-France","Sou passageiro frequente desta companhia e considero que tem vindo a perder qualidade. Sobretudo nos percursos  em que a concorrência é menor, nota-se uma baixa de qualidade.","A perder qualidade","<span class=""ui_bubble_rating bubble_30""></span>"
"1561504206-1648","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","33","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or160-Air-France","O Vôo Paris-Rio foi agradável, com a tripulação atenciosa. Escolhi a poltrona que fica atrás da galley, portanto eu tinha espaço suficiente para esticar as pernas e ficar suficientemente confortável. As refeições eram muito boas e com ótimas opções de bebidas. Achei este vôo um pouco mais desorganizado que o mesmo vôo da KLM, com bastante lixo no chão.","Vôo tranquilo.","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504166-1581","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","52","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or255-Air-France","Qualquer dia a mais em Paris conta. Portanto, chegar inteiro para um dia repleto, vale muito a pena. No voo noturno direto SP/Paris, a classe executiva é um experiência a parte. Comidas excelentes! Poltronas com super privacidade. Tudo moderno e renovado. Comprando com antecedência, o preço compensa.","Vale o quanto custa","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504105-1479","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","82","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or405-Air-France","A bordo, o atendimento foi razoável, e o espaço interno não foi tão diferente de outras aeronaves de voo longo. Mas ao perder uma conexão na volta, por atraso de um voo deles, percebemos nitidamente a zombaria dos empregados com os brasileiros, a falta de tato, pois estávamos viajando desde às 3 hrs da manhã, com crianças, e nos colocaram pra um vôo somente meia noite, e ainda com a conexão no Brasil pra esperar mais 16 horas em Guarulhos. Ou seja, seriam dois dias inteiros em aeroporto! Total falta de respeito, ainda mais que pagamos pelos assentos, e fomos realocados em qualquer lugar, e estamos ainda esperando retorno sobre um estorno desse valor. Pra ser mais legal, ainda extraviaram 2 bagagens nossas... Enfim, a nossa ida foi tranquila, mas a volta foi um pesadelo.","Um pesadelo.","<span class=""ui_bubble_rating bubble_20""></span>"
"1561504525-2142","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","251","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1250-Air-France","Foi a primeira vez que viajei pela Air France; Já tinha ida para Europa com TAP e Iberia. Achei o atendimento da Air France muito superior; As comissárias parecem ter prazer no que fazem e tentam de agradar de forma simples e simpática. Não é forçado como na TAP. A atenção com minha filha de 3 anos foi incrivel. Os voos sairam no horario, a a viagem foi tranquila. O serviço de bordo (comida, bebidas) de boa qualidade e o entretenimento a bordo perfeito.","Ótima experiência mesmo com greve dos pilotos","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504349-1866","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","86","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or425-Air-France","A aeronave que executou o voo entre Guarulhos e Paris eram um ""clássico"" 777, ou seja, as poltronas eram ultrapassadas. Na classe executiva o serviço da Air France não se sobressai em relação as demais companhias europeias. A aeronave decolou com atraso, mas os passageiros na sala VIP não receberam nenhum tipo de aviso.","Executiva Ultrapassada","<span class=""ui_bubble_rating bubble_20""></span>"
"1561503869-1110","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","193","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or960-Air-France","Voei no final de julho próximo as olimpíadas do RIO, a aeronave moderna, os comissários de cabine muito atenciosos e inclusive tinha 01 brasileiro e todas as informações foram repassadas também em português, o entretenimento fantástico com muitas opções, a comida e tudo relacionado com serviço de bordo muito bom.","EXCELENTE CIA AÉREA.","<span class=""ui_bubble_rating bubble_50""></span>"
"1561503967-1261","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","148","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or735-Air-France","Já viajei muito com a Air France e merece uma avaliação, afinal os voos diretos Rio-Paris ou SP-Paris são muito confortáveis. Na maior parte do tempo as aeromoças e comissários de bordo são gentis.","Na maior parte do tempo, um bom atendimento...","<span class=""ui_bubble_rating bubble_40""></span>"
